,date,type,hnl
664,2022-12-02,Salas,718801277.9599999
665,2022-12-02,Agencias,122048883.27
666,2022-12-03,Salas,625195105.3100002
667,2022-12-03,Agencias,120041210.11000003
668,2022-12-04,Salas,623721715.0400001
669,2022-12-04,Agencias,122193277.96000001
670,2022-12-05,Salas,622415192.8199999
671,2022-12-05,Agencias,121821575.92
672,2022-12-06,Salas,621640461.61
673,2022-12-06,Agencias,122256732.68999998
674,2022-12-07,Salas,918291695.66
675,2022-12-07,Agencias,143544266.16
676,2022-12-08,Salas,1039869398.3
677,2022-12-08,Agencias,138048017.25
678,2022-12-09,Salas,1046825397.8399998
679,2022-12-09,Agencias,128292048.49
680,2022-12-10,Salas,932857288.2599998
681,2022-12-10,Agencias,123978036.05000003
682,2022-12-11,Salas,935934840.8199998
683,2022-12-11,Agencias,124808308.96000002
684,2022-12-12,Salas,940358346.4999998
685,2022-12-12,Agencias,126160659.05000004
686,2022-12-13,Salas,728554308.9400003
687,2022-12-13,Agencias,149727110.20000002
688,2022-12-14,Salas,920541500.94
689,2022-12-14,Agencias,147846846.82999998
690,2022-12-15,Salas,916721211.2500001
691,2022-12-15,Agencias,126875439.02000003
692,2022-12-16,Salas,823153299.8400002
693,2022-12-16,Agencias,128874883.91999999
694,2022-12-17,Salas,700517560.8200003
695,2022-12-17,Agencias,115611359.28
696,2022-12-18,Salas,711760750.9399997
697,2022-12-18,Agencias,140268052.33999997
698,2022-12-19,Salas,717044205.9100001
699,2022-12-19,Agencias,144203283.51999995
700,2022-12-20,Salas,1126751673.1000006
701,2022-12-20,Agencias,129649359.82999998
702,2022-12-21,Salas,936763331.22
703,2022-12-21,Agencias,114300026.44
704,2022-12-22,Salas,1008875664.3399999
705,2022-12-22,Agencias,135274595.53999996
706,2022-12-23,Salas,819092155.1099999
707,2022-12-23,Agencias,139871875.91000003
708,2022-12-24,Salas,1120978435.3899994
709,2022-12-24,Agencias,122509938.33
710,2022-12-25,Salas,1176165918.3699994
711,2022-12-25,Agencias,142681134.65999997
712,2022-12-26,Salas,1176165918.3699994
713,2022-12-26,Agencias,142681134.65999997
714,2022-12-27,Salas,1014824198.2299997
715,2022-12-27,Agencias,162852216.08
716,2022-12-28,Salas,1042028674.56
717,2022-12-28,Agencias,153649126.11
718,2022-12-29,Salas,1007573054.0900002
719,2022-12-29,Agencias,135355254.73
720,2022-12-30,Salas,1065927017.0399998
721,2022-12-30,Agencias,136071780.65999997
722,2022-12-31,Salas,1031368379.9600004
723,2022-12-31,Agencias,135909780.17999998
724,2023-01-01,Salas,1091418564.5099995
725,2023-01-01,Agencias,136934707.15
726,2023-01-02,Salas,1091418564.5099995
727,2023-01-02,Agencias,136934707.15
728,2023-01-03,Salas,1024958683.0799998
729,2023-01-03,Agencias,151432502.25999996
730,2023-01-04,Salas,993981892.5099996
731,2023-01-04,Agencias,144134930.70000002
732,2023-01-05,Salas,908528178.15
733,2023-01-05,Agencias,126732948.80999997
734,2023-01-06,Salas,925792382.1000003
735,2023-01-06,Agencias,147953550.08
736,2023-01-07,Salas,862412856.0699999
737,2023-01-07,Agencias,131532068.76999997
738,2023-01-08,Salas,896424874.3299999
739,2023-01-08,Agencias,127765941.77
740,2023-01-09,Salas,897962992.3199999
741,2023-01-09,Agencias,126847114.02
742,2023-01-10,Salas,832093103.2799996
743,2023-01-10,Agencias,139808150.97999996
744,2023-01-11,Salas,826939600.87
745,2023-01-11,Agencias,163212579.71999997
746,2023-01-12,Salas,863811999.4599999
747,2023-01-12,Agencias,149455760.51999998
748,2023-01-13,Salas,876835692.0300002
749,2023-01-13,Agencias,151667429.65000004
750,2023-01-14,Salas,829665027.8199997
751,2023-01-14,Agencias,123076781.89999999
752,2023-01-15,Salas,861038332.9000001
753,2023-01-15,Agencias,123093853.05000001
754,2023-01-16,Salas,863543795.2599999
755,2023-01-16,Agencias,122370225.89
756,2023-01-17,Salas,765583620.7000003
757,2023-01-17,Agencias,129639503.88999999
758,2023-01-18,Salas,792078926.2699999
759,2023-01-18,Agencias,143963352.99
760,2023-01-19,Salas,822887715.0399998
761,2023-01-19,Agencias,147272517.07
762,2023-01-20,Salas,830451389.24
763,2023-01-20,Agencias,145559679.39000005
764,2023-01-21,Salas,752058478.3299998
765,2023-01-21,Agencias,107867900.82
766,2023-01-22,Salas,767937169.6899997
767,2023-01-22,Agencias,118330039.09000002
768,2023-01-23,Salas,770541091.7099996
769,2023-01-23,Agencias,117796847.21000001
770,2023-01-24,Salas,704542844.4799997
771,2023-01-24,Agencias,118822429.00000001
772,2023-01-25,Salas,792188951.0299996
773,2023-01-25,Agencias,134274407.71
774,2023-01-26,Salas,926341402.4700001
775,2023-01-26,Agencias,142030746.09
776,2023-01-27,Salas,945160737.36
777,2023-01-27,Agencias,130893907.76999997
778,2023-01-28,Salas,995568447.0899999
779,2023-01-28,Agencias,125095184.84000003
780,2023-01-29,Salas,1012139656.2699999
781,2023-01-29,Agencias,120817677.3
782,2023-01-30,Salas,1015753676.5999998
783,2023-01-30,Agencias,119725578.1
784,2023-01-31,Salas,858020786.7199999
785,2023-01-31,Agencias,140474947.71999997
786,2023-02-01,Salas,879915668.7899997
787,2023-02-01,Agencias,138494048.42
788,2023-02-02,Salas,869573912.2700003
789,2023-02-02,Agencias,134039394.43999997
790,2023-02-03,Salas,821530833.9900004
791,2023-02-03,Agencias,135741836.58
792,2023-02-04,Salas,762726806.3100003
793,2023-02-04,Agencias,117894898.48
794,2023-02-05,Salas,766501877.2800001
795,2023-02-05,Agencias,122800439.15999998
796,2023-02-06,Salas,766889418.1200004
797,2023-02-06,Agencias,120556906.00999996
798,2023-02-07,Salas,860411854.9499997
799,2023-02-07,Agencias,140413219.55
800,2023-02-08,Salas,906183072.9800001
801,2023-02-08,Agencias,148944816.61
802,2023-02-09,Salas,865874641.8300004
803,2023-02-09,Agencias,150450999.10000002
804,2023-02-10,Salas,821522426.8499999
805,2023-02-10,Agencias,161655729.79999998
806,2023-02-11,Salas,863660748.8000001
807,2023-02-11,Agencias,133456226.82999997
808,2023-02-12,Salas,898126454.1
809,2023-02-12,Agencias,136172061.28000003
810,2023-02-13,Salas,900365899.1199998
811,2023-02-13,Agencias,135790553.50000003
812,2023-02-14,Salas,899661240.55
813,2023-02-14,Agencias,144985977.97000003
814,2023-01-01,ATM,71575800.0
815,2023-01-02,ATM,69930800.0
816,2023-01-03,ATM,80520100.0
817,2023-01-04,ATM,82704000.0
818,2023-01-05,ATM,81072100.0
819,2023-01-06,ATM,71524000.0
820,2023-01-07,ATM,64502800.0
821,2023-01-08,ATM,66986500.0
822,2023-01-09,ATM,64178100.0
823,2023-01-10,ATM,64915800.0
824,2023-01-11,ATM,61027400.0
825,2023-01-12,ATM,58439800.0
826,2023-01-13,ATM,55414500.0
827,2023-01-14,ATM,53087500.0
828,2023-01-15,ATM,50050600.0
829,2023-01-16,ATM,47517800.0
830,2023-01-17,ATM,43674100.0
831,2023-01-18,ATM,44284200.0
832,2023-01-19,ATM,42476900.0
833,2023-01-20,ATM,37155000.0
834,2023-01-21,ATM,35086800.0
835,2023-01-22,ATM,35657500.0
836,2023-01-23,ATM,32790100.0
837,2023-01-24,ATM,30114800.0
838,2023-01-25,ATM,24764300.0
839,2023-01-26,ATM,21141800.0
840,2023-01-27,ATM,14570500.0
841,2023-01-28,ATM,12650800.0
842,2023-01-29,ATM,7711200.0
843,2023-01-30,ATM,4095100.0
844,2023-01-31,ATM,1451300.0
845,2023-02-01,ATM,1450300.0
846,2023-02-02,ATM,1450300.0
847,2023-02-03,ATM,1450300.0
848,2023-02-04,ATM,1450300.0
849,2023-02-05,ATM,1450300.0
850,2023-02-06,ATM,1450300.0
851,2023-01-01,Transporte,1312000.0
852,2023-01-02,Transporte,12133900.0
853,2023-01-03,Transporte,7641000.0
854,2023-01-04,Transporte,5992600.0
855,2023-01-05,Transporte,12406500.0
856,2023-01-06,Transporte,9357300.0
857,2023-01-07,Transporte,9661800.0
858,2023-01-08,Transporte,1987900.0
859,2023-01-09,Transporte,9131500.0
860,2023-01-10,Transporte,5502500.0
861,2023-01-11,Transporte,4598800.0
862,2023-01-12,Transporte,10102200.0
863,2023-01-13,Transporte,10627500.0
864,2023-01-14,Transporte,9526900.0
865,2023-01-15,Transporte,2907100.0
866,2023-01-16,Transporte,6212800.0
867,2023-01-17,Transporte,4962600.0
868,2023-01-18,Transporte,5827000.0
869,2023-01-19,Transporte,9198200.0
870,2023-01-20,Transporte,8393300.0
871,2023-01-21,Transporte,5817800.0
872,2023-01-22,Transporte,1138100.0
873,2023-01-23,Transporte,3714300.0
874,2023-01-24,Transporte,3266900.0
875,2023-01-25,Transporte,2231900.0
876,2023-01-26,Transporte,1782200.0
877,2023-01-27,Transporte,2651200.0
878,2023-01-28,Transporte,1056900.0
879,2023-01-29,Transporte,152100.0
880,2023-01-30,Transporte,191400.0
